dia_li,gdcd,hoa_hoc,lich_su,ngoai_ngu,sbd,sinh_hoc,toan,van,vat_li
,,8.75,,N1:5.40,33006995,5.25,9.20,6,8.25
8,8.50,,5,N1:3.80,33006996,,7.20,4.25,
5.75,7,,4,N1:4.60,33006997,,6.80,7.25,
7.50,9.25,,5.25,N1:5.20,33006998,,7.20,8.25,
,,8.50,,N1:3.80,33006999,5.75,8.80,7.50,6.75
,,8.75,,N1:6,33007000,6,9.20,7.25,7.75
5.75,8.50,,4.50,N1:4.80,33007001,,6,6.50,
7.50,8.25,,2,N1:6.40,33007002,,8.20,7.75,
,,3.50,,N1:3.80,33007003,4.25,7.40,6.75,6
,,7.75,,N1:5.20,33007004,3.50,9.60,6.50,7.50
6.50,8.50,,5.75,N1:4.20,33007005,,8.40,7,
7.25,8.50,,3.75,N1:3,33007006,,5.40,6.25,
6.25,7,,3.75,N1:5.40,33007007,,5.80,8,
,,9,,N1:7.60,33007008,4.50,9.20,7,7.75
5.75,8,,4.50,N1:4.40,33007009,,3,6.50,
8,6.75,,4.75,N1:7.80,33007010,,7.60,6,
5.50,5,,3,N1:4,33007011,,6.80,6.50,
7.50,7.75,,4.25,N1:2.40,33007012,,6.40,4.25,
,,8,,N1:4.60,33007013,4,8.80,7.50,7.50
5.75,5.75,,1.25,N1:3.60,33007014,,4.60,6.75,
7,7.75,,4.50,N1:2.60,33007015,,7,5.50,
7.50,9.50,,3.25,N1:5.40,33007016,,6.20,7.50,
6.25,7.50,,4.75,N1:2.80,33007017,,6.80,7.50,
6.75,7.25,,5,N1:5.20,33007018,,8.80,8,
6.75,9.50,,5,N1:5,33007019,,6.20,8.25,
6.50,8.50,,4.25,N1:4,33007020,,7.80,7.25,
7.50,8.25,,4.25,N1:4,33007021,,7.40,7.25,
7.25,7.75,,4.25,N1:7.80,33007022,,7.80,8,
5,6.50,,3.75,N1:3.20,33007023,,6.20,6.25,
6,7.50,,5.25,N1:6.60,33007024,,8,6.50,
6.75,8.50,,2.50,N1:2.40,33007025,,5.60,6.25,
6.75,8.25,,5.25,N1:5,33007026,,7.60,5.25,
6,7.75,,4,N1:5,33007027,,5.80,5.75,
5.50,7.50,,5,N1:2.40,33007028,,7.40,6.50,
6,8.50,,6.75,N1:7.20,33007029,,7.60,6.50,
,,7.50,,N1:5.60,33007030,6.25,9,6.25,1.75
,,7.25,,N1:3.20,33007031,8,8.40,5,5.75
,,7,,N1:4.60,33007032,3,7.80,6,6.50
6,5.75,,3.75,N1:6.40,33007033,,5.40,6.50,
7.25,7.25,,4.25,N1:2,33007034,,7.80,6.25,
8.75,9,,6.25,N1:4.40,33007035,,7.40,8,
6.25,7.50,,2,N1:3,33007036,,6.20,5.75,
,,3.25,,N1:5.40,33007037,4.25,6.60,3.75,6
,,2.75,,N1:6.40,33007038,3.75,8,5.75,8.25
7.25,8.50,,6.50,N1:3.60,33007039,,7.20,6.50,
7,8.75,,6.50,N1:2.80,33007040,,6,4.75,
7.25,9,,8.50,N1:3.40,33007041,,8.60,7,
,,7.25,,N1:2,33007042,4.50,8.60,5.25,7
,,5.50,,N1:5.40,33007043,6,8.80,5.25,7.75
,,4.50,,N1:3.60,33007044,5,7.80,7,6.50
6.50,7.75,,6.25,N1:4,33007045,,6.60,5.75,
6.50,8.25,,5.25,N1:2.60,33007046,,6.40,6.50,
5.75,5.50,,2,N6:2,33007047,,7.20,6.75,
6.75,7,,3.75,N1:4.40,33007048,,6.40,6.25,
,,4.25,,N1:6.20,33007049,3.75,8.40,6,7.25
,,6.25,,N1:3.80,33007050,4.25,7,6.25,3.25
6.50,8.50,,3.25,N6:3.40,33007051,,6,6.75,
,,4.50,,N1:2,33007052,3.25,6.40,8,5
6.75,6.50,,5,N1:3.60,33007053,,6.20,7.50,
7.25,8.50,,6,N1:7,33007054,,7.40,7.75,
6,7.50,,3.50,N1:5,33007055,,7.20,7.75,
5.75,6.75,,2.50,N1:5.40,33007056,,8.40,7.75,
6.25,9.75,,5.25,N1:4.80,33007057,,9,7.50,
8.75,8.75,,8.50,N1:6,33007058,,7.20,7,
7.25,7,,3,N1:4,33007059,,5.80,4.25,
6.75,9.25,,4,N1:2.80,33007060,,6.80,6.50,
7.50,8.25,,4,N1:2.40,33007061,,7.40,5.50,
8.25,9.25,,6.25,N1:6.60,33007062,,8.20,7.25,
6.25,7.25,,4.25,N1:5.80,33007063,,8,8,
,,8.25,,N1:4.80,33007064,5.25,9,6.50,8
7.25,8.50,,3.75,N1:3.20,33007065,,6.60,5.25,
6,7.25,,3,N1:2.60,33007066,,6.40,5.25,
6.50,6.75,,3.25,N1:4.80,33007067,,7.20,6.50,
7.25,9,,6,N1:4,33007068,,7.60,8.50,
7,9.25,,5.75,N1:5.80,33007069,,6.80,5,
8.25,8.75,,5.25,N1:3.60,33007070,,8.20,8,
7.75,8.50,,4.25,N1:5.40,33007071,,7.80,9,
,,5.75,,N1:5.60,33007072,4.50,5.40,8.25,4.50
7.25,7,,2.75,N1:5.20,33007073,,5.60,5,
,,8,,N1:4.20,33007074,7,8.80,7,4.25
8,8,,5.50,N1:5,33007075,,5.40,7,
7.50,9.50,,6.50,N1:7,33007076,,7.60,8.75,
6.50,8.25,,5,N1:2.40,33007077,,5.20,7.25,
7.75,8.50,,5.75,N1:4,33007078,,7.60,4.58,
8,8.75,,8.50,N1:3.60,33007079,,8.20,8.50,
6.50,8,,6.50,N1:5.40,33007080,,2.80,7,
6,8.50,,3.25,N1:7.40,33007081,,8.60,8,
,,5.25,,N1:6.40,33007082,5,9.20,7,8.25
,,8.25,,N1:4.40,33007083,3.75,7.60,6,8.25
6.75,7.25,,3.75,N1:3.40,33007084,,5.40,7.50,
7.50,7.50,,5.75,N1:4,33007085,,6.80,7,
,,,,,33007086,,,,
6.50,6.75,,4.75,N1:3.60,33007087,,6.80,8,
7.50,7.75,,6,N1:4.60,33007088,,6.80,7.75,
5.75,8,,2,N1:5.40,33007089,,8,6.25,
5.50,7.25,,2.50,N1:3.60,33007090,,8.40,8.50,
7.25,7.75,,5.75,N1:3.80,33007091,,6,5.50,
6.75,7.75,,4.25,N1:4,33007092,,8,7,
7.75,9.75,,7,N1:5.80,33007093,,7.40,8,
7.75,6.75,,3.50,N1:5,33007094,,9.20,8,
6.50,8,,4.75,N1:4,33007095,,7,7,
7.50,8.75,,6,N6:3.60,33007096,,8.80,7.75,
8,9.50,,7.25,N1:5.20,33007097,,8.60,8,
5.75,7.25,,4.25,N1:2.60,33007098,,3.20,6.50,
,,7.25,,N1:2,33007099,4,7.80,4.25,7
6,8.50,,3.75,N1:3.80,33007100,,7.20,8,
,,7.25,,N1:4,33007101,4.75,8.40,7.75,6.75
8,8.25,,6.25,N1:4.20,33007102,,6.40,7.50,
,,7,,N1:6.40,33007103,3,6,6.50,6.75
6.25,8.50,,3,N1:6.60,33007104,,7.60,8.25,
7,9.25,,7.75,N1:5.40,33007105,,6.60,8,
,,8.25,,N1:5.60,33007106,5.25,8.80,6.75,7.50
6.25,8,,2.75,N1:4.60,33007107,,6.20,6.75,
,,5.75,,N1:3.40,33007108,4.25,8,6.75,3.25
6.25,8.50,,4.50,N1:3.60,33007109,,6.60,5.75,
7,6.50,,4.75,N1:3.60,33007110,,7,6,
6.75,8,,5.25,N1:5.40,33007111,,5.80,6,
4.25,7.50,,3.75,N1:3.40,33007112,,6.80,6.50,
8.25,9.25,,6.25,N1:4,33007113,,7.40,7.25,
3,4.25,,3,N1:2.60,33007114,,2.60,7,
6.25,8.50,,3.25,N1:2.80,33007115,,4.20,7.08,
7.25,8.75,,5,N1:3.20,33007116,,7.20,6.25,
7.50,9.25,,5.50,N1:2.80,33007117,,6.80,7.50,
,,,6,N1:2.40,33007118,,4,6.25,
,,6.75,,N1:2.60,33007119,2.75,8.20,7.50,7
6.25,7.50,,3.75,N1:5,33007120,,6.40,7.75,
6.25,8.50,,4.50,N1:2.80,33007121,,7.40,5.75,
7.50,8.25,,7.25,N1:4.80,33007122,,6.80,5,
,,1.50,,N1:5.40,33007123,4.25,9,6.50,8
,,5.50,,N1:7.60,33007124,5,6.80,7,6.75
6,6.50,,4.25,N1:4,33007125,,6.20,6.50,
5.25,8.25,,3.75,N1:3.80,33007126,,5.20,6.25,
5.75,7,,2.50,N1:3.20,33007127,,6.40,6.25,
8,8.75,,3,N1:2.60,33007128,,7.40,7.75,
7.50,7.50,,5.75,N1:3.80,33007129,,4.20,6.25,
,,7,,N1:5.80,33007130,4,8.20,7.25,6.50
,,6.25,,N1:7.60,33007131,5.50,7,5.50,5.25
7.75,7.25,,4.75,N1:5.80,33007132,,7.80,6.25,
7.50,9,,6,N1:6,33007133,,7.60,6.25,
6.25,8.75,,3.75,N1:5.60,33007134,,7.20,6.75,
7.50,7.75,,4,N1:4.40,33007135,,5.60,5.25,
6,8.75,,5,N1:5,33007136,,7.60,7,
5.50,8,,4,N1:3.60,33007137,,5.40,6,
5.75,6.25,,3.50,N1:3.80,33007138,,6.80,7,
6.75,9,,4.25,N1:5.40,33007139,,8.20,8.75,
4.75,8.50,,3,N1:5.40,33007140,,7.40,8.75,
5.75,7.75,,5,N1:5.80,33007141,,7.80,9,
,,6,,N1:7.80,33007142,6.50,7.80,6.25,8.25
7.50,8.50,,4,N1:5.60,33007143,,6,6.50,
,,2.50,,N1:4.40,33007144,3.25,6.60,6.50,7
,,4.50,,N1:6.60,33007145,3.50,8,6.50,7.25
4,7.75,,4,N1:4.60,33007146,,3.20,5.75,
8,8.75,,8.25,N1:6.60,33007147,,7.60,8.75,
7.25,8.75,,7,N1:3.40,33007148,,8.20,7.50,
7.50,8.75,,4.75,N1:3.20,33007149,,5,8.75,
7,7.25,,4,N1:5,33007150,,5.80,6.75,
,,,,,33007151,,,,
5.50,7.50,,3.75,N1:2.40,33007152,,7.20,5.50,
,,6.25,,N1:2.80,33007153,5,9,5,6.75
7.25,8.25,,4,N1:5.20,33007154,,7.60,8.25,
7.25,7.50,,3.75,N1:5,33007155,,7.20,8.50,
7.25,8.75,,4,N1:3.80,33007156,,7.80,7,
,,7.50,,N1:2.80,33007157,3.25,9.20,4,7.25
5.25,6.25,,4.25,N1:4.20,33007158,,3.60,4,
,,7,,N1:5.40,33007159,6.75,7.60,4.75,8
5.50,8.25,,7.25,N1:3.60,33007160,,7.20,7,
8.75,9,,6,N1:4.20,33007161,,9,7,
,,7.50,,N1:4.60,33007162,6,8.20,6.50,3.25
6.25,7.50,,5.25,N1:3.40,33007163,,7.60,6.50,
7.25,8.25,,6,N1:5.60,33007164,,6.60,7.50,
,,7.75,,N1:5.20,33007165,6.25,8.20,6.75,5
7.75,8.50,,7.25,N1:6,33007166,,6.80,8.25,
6.50,8.75,,6.25,N1:4.40,33007167,,7.40,6.25,
7,8.75,,3.25,N1:2.80,33007168,,7,6,
8,8,,5.50,N1:2.60,33007169,,8.40,7,
5.75,7.50,,5.50,N1:3.40,33007170,,7.60,7.25,
,,8.50,,N1:3.60,33007171,4,9.40,6,8.75
7.25,7.75,,5,N1:2.60,33007172,,6,4.25,
8,8.75,,5.50,N6:5.80,33007173,,6,7.25,
,,7.50,,N1:4.60,33007174,4.25,9,6,8.25
,,7.25,,N1:5.20,33007175,4.25,8.20,6,6
,,6.25,,N1:3.80,33007176,4.25,7.80,6.50,5.50
6.25,6.75,,3.50,N1:4.40,33007177,,6.60,6.75,
7.25,7,,3.50,N1:2.20,33007178,,8,5.50,
5.25,7.50,,4.25,N1:5.40,33007179,,8.60,7.50,
,,7.50,,N1:5.20,33007180,6.50,8.60,6.50,4
7.25,6.75,,3,N1:3.20,33007181,,7.60,8.50,
4.25,6,,4.25,N1:5.60,33007182,,7.60,7,
,,7,,N1:3,33007183,4,8.20,6.50,6.75
,,8.25,,N1:5.40,33007184,6.75,8.40,6.50,3.25
5.75,8.50,,5.25,N1:4,33007185,,4.20,7.25,
6.75,7.25,,3,N1:3.60,33007186,,6.60,7.25,
7.50,8.50,,6.25,N1:9,33007187,,8.60,8.25,
7.50,9,,6.25,N1:5.40,33007188,,6.20,7.50,
7,9,,6,N1:3,33007189,,7.40,7,
6.25,5.25,,4.75,N1:3.80,33007190,,5,5.75,
6.50,7.50,,5.50,N1:7.20,33007191,,4.40,6.50,
6,7.75,,6.50,N1:3.40,33007192,,6.20,6.25,
6.50,7.75,,3.25,N1:3.40,33007193,,7,5.50,
6.25,7.50,,3,N1:3.40,33007194,,6.40,5.50,
5.75,8,,6,N1:2.80,33007195,,5.60,6.25,
6.25,7.50,,4,N1:5.80,33007196,,7.60,7,
5,6.25,,3.75,N1:2.60,33007197,,6.20,4.50,
5.75,7.50,,3.75,N1:5.80,33007198,,7.80,8,
,,8.25,,N1:3.80,33007199,5.25,7.60,5,7.25
,,8.50,,N1:6.40,33007200,3.25,9.20,5.25,7
6.75,8.25,,6,N1:2.40,33007201,,7.40,5,
6.50,8,,5,N1:3.20,33007202,,4.20,6.50,
7,8,,3.75,N1:3.80,33007203,,3.40,5.75,
,,8,,N1:3,33007204,4.25,8,6,5.50
,,7.50,,N1:4,33007205,3.25,7.80,6.25,6
6.25,8.75,,4.50,N1:7.20,33007206,,8.80,7.10,
6.50,7,,3.50,N1:8.20,33007207,,6.40,7,
6.25,8.25,,4.75,N1:5.80,33007208,,8.40,8,
5.25,7.50,,2.50,N1:4.80,33007209,,7.80,6.75,
8,9.25,,3.75,N1:8,33007210,,7.40,8.75,
9.25,8.75,,7.50,N6:9,33007211,,7.80,8.50,
6.25,7.25,,5.75,N1:6,33007212,,8.60,8.75,
5.25,8,,2.75,N1:3.60,33007213,,3.20,6,
6,7.75,,3.75,N1:5.20,33007214,,7.60,6.25,
4.75,8.25,,5,N1:5.60,33007215,,7.60,7.50,
6.25,7,,4.25,N1:4.40,33007216,,7.20,6.75,
,,7,,N1:5.60,33007217,5.75,7.80,7.50,7
5.25,7,,3.50,N1:3.80,33007218,,5.60,5.50,
7.50,9.50,,5.50,N1:6,33007219,,7.40,5.50,
,,7.50,,N1:4.20,33007220,3.50,8,7.25,7
,,8.25,,N1:3.80,33007221,3.50,8,7.25,7.25
7,7,,4.50,N1:3.60,33007222,,6.20,6.50,
,,8.50,,N1:3.20,33007223,3.75,8.80,7.50,6.75
5.75,7.75,,3.25,N1:4.60,33007224,,7.40,5.75,
7.75,9.75,,6.50,N1:6.80,33007225,,8.20,6.75,
7,8.50,,3.50,N1:5,33007226,,7,4.75,
6.25,6.25,,5.25,N1:5.20,33007227,,6.40,6.25,
7.25,7.75,,7,N1:5,33007228,,7.60,8.25,
,,6.75,,N1:4.80,33007229,4.75,8.40,6.50,4.50
,,4.75,,N1:3.20,33007230,4.75,6,4.75,3.25
7.25,6.25,,4,N1:2.60,33007231,,6.20,5,
8,8.50,,2.75,N1:3.20,33007232,,6.60,8.50,
,,7.50,,N1:5.20,33007233,3.50,8.80,5.50,6.75
6.75,7.25,,3.25,N1:4.60,33007234,,7.80,5.50,
5.50,8,,4.50,N1:5.40,33007235,,7.60,7,
7.25,8.50,,6.75,N1:5.40,33007236,,7,6.75,
6.75,8.75,,5.50,N1:5,33007237,,8.40,7,
,,8,,N1:2,33007238,2.75,7.80,6.75,6.25
5,6.75,,4.75,N1:4,33007239,,6.20,6.75,
6,7.75,,3.75,N1:3.80,33007240,,7.40,5,
7.25,9.75,,6.25,N1:5,33007241,,6.80,7.75,
6.75,7,,2.75,N1:4.40,33007242,,7.20,7.75,
,,6.75,,N1:3.40,33007243,5,7.40,5.50,6.25
,,3,,N1:6.80,33007244,4.25,8.20,6,7.75
,,5.50,,N1:4.40,33007245,4.50,7.20,6.50,5.50
7.25,8.50,,9,N1:6.40,33007246,,7.40,7.50,
,,7.75,,N1:6,33007247,4.25,8.80,7,8.25
6.25,7.75,,5.25,N1:4.40,33007248,,7.20,6,
,,5.50,,N1:7.20,33007249,4,8.20,7,6.50
7.25,7.75,,6.50,N6:8,33007250,,6.60,7.50,
6.75,8.25,,4,N1:3,33007251,,5.80,6.75,
7.25,7.50,,4.25,N1:3.60,33007252,,7.60,5.50,
8.25,9.25,,8,N1:6.40,33007253,,5.80,9,
6.50,7.75,,2.50,N1:3.40,33007254,,7.20,4.25,
,,8.50,,N1:4.60,33007255,3.75,8.60,5.75,8.25
8.25,9,,6.75,N1:3.60,33007256,,8,6.75,
,,8,,N1:7,33007257,6.25,7.40,5,7.25
5.75,7.25,,4,N1:2.40,33007258,,4.60,6.25,
,,7,,N1:2.80,33007259,3,8.40,7,7.25
5.50,7.75,,3,N1:5.80,33007260,,7,7,
5.50,7.25,,6,N1:2.40,33007261,,6.40,7.75,
,,7.25,,N1:5,33007262,6.75,8,7.25,4.50
8.25,8.75,,7.25,N1:4.60,33007263,,4.80,6,
6.50,9.25,,3,N1:6.60,33007264,,9,7.75,
7,8,,6.50,N1:3.20,33007265,,6.80,6.25,
5.50,6,,4.25,N1:2.60,33007266,,4.20,2.75,
,,8,,N1:4,33007267,3.75,9,7,8
6.25,8.75,,6,N1:3.40,33007268,,6.60,8,
,,6.25,,N1:7.40,33007269,4.75,7.20,7.25,7.75
7.50,8.25,,4,N1:5.40,33007270,,7,6.25,
7.25,8.75,,6,N4:7.40,33007271,,5.60,7.50,
6.25,6.50,,2,N1:3.60,33007272,,5.20,4.50,
5,7.25,,4,N1:4,33007273,,7.40,6,
,,8.25,,N1:5.60,33007274,7.50,9.20,7,5.75
6,8.75,,3.25,N1:4.80,33007275,,7.40,7,
7,8,,4.50,N1:4.80,33007276,,8.20,6.50,
7.75,9.25,,6.50,N1:8.20,33007277,,8.60,8.75,
7.75,6.75,,4.75,N1:2.80,33007278,,6.40,7,
,,6.50,,N1:3.40,33007279,4.25,7.40,6.75,7.25
6.75,6.50,,2,N1:2.60,33007280,,6.60,8,
6.50,7.50,,5.50,N1:2.60,33007281,,3.80,7.25,
8,9.25,,4.75,N1:3.80,33007282,,7,7.75,
8,8.75,,8,N1:6.20,33007283,,9,7.75,
,,7.25,,N1:3.20,33007284,5.25,7.80,4.50,5.75
6,8.25,,4.75,N1:5,33007285,,8,6.75,
,,5.75,,N1:6.20,33007286,5.25,7.80,7,6.75
7.75,10,,7,N1:4.40,33007287,,8.20,8.75,
7.25,7.75,,6.50,N1:6.20,33007288,,7.40,7.50,
5.50,7.25,,5,N1:5.60,33007289,,7.20,7.50,
7,7.50,,3.50,N1:3.40,33007290,,6.80,6.50,
8.75,8.25,,5,N1:4.80,33007291,,6.20,8.50,
7,9.25,,4.50,N1:5.80,33007292,,5.80,7,
7.50,9,,5.75,N1:3,33007293,,8,7,
5.50,8,,3.75,N1:2.60,33007294,,6.60,5.75,
5.25,7.50,,3.25,N1:3.40,33007295,,7,7,
6.25,9.25,,5.75,N1:6.80,33007296,,7.60,7.50,
6.25,8.50,,4.50,N1:2,33007297,,7.80,7.25,
8,8.25,,5.50,N1:6,33007298,,6.40,7.50,
8,8.75,,4,N1:6.60,33007299,,7.80,7,
,,7.75,,N1:5,33007300,4.25,8.60,7.25,7.50
7,8.25,,4.25,N1:3.40,33007301,,5.40,7.50,
6.75,9,,4.50,N1:3.80,33007302,,3.80,6.75,
,,5.25,,N1:5.20,33007303,4.75,8.60,8,7.50
7.50,9.25,,6,N6:3.60,33007304,,7,8,
7.50,9.75,,6,N6:9,33007305,,8,8,
5.75,9.25,,5.25,N1:3.60,33007306,,6.20,7,
7.25,8.50,,4.25,N1:3,33007307,,3.60,6.50,
7,8.50,,3.25,N1:5,33007308,,5.60,7.50,
,,,,,33007309,,,,
7.75,7,,4,N1:5,33007310,,7.20,7.75,
8.25,,,6.75,,33007311,,,6.75,
7.25,7,,1.50,N1:1,33007312,,3.40,7.25,
,,7.25,,N1:4.40,33007313,4.75,7.80,7,5.50
8.50,8.50,,5,N1:4.80,33007314,,6.20,8.25,
,,7.75,,,33007315,7.75,8.60,,
,,9.25,,,33007316,9.50,8.20,,
,,,,,33007317,,,,
4.50,6.75,,3.75,N1:4.40,33007318,,7.40,6.50,
,,9,,,33007319,8.25,7.40,,
7,8.25,,5.75,N1:4.40,33007320,,6,7.50,
5,7.75,,1.50,N1:3.20,33007321,,7,5.50,
3.75,6,,2.50,N1:2,33007322,,2.60,3.25,
7,7.75,,5.50,N1:3.80,33007323,,7.20,6.50,
,,6.75,,N1:8,33007324,6,8,6.50,4.75
8,9.50,,5.75,N1:5.40,33007325,,8.20,7.75,
,,3.75,,,33007326,,6.40,,3.75
,,7.50,,N1:7,33007327,6.50,8.40,8,7.25
6.50,8,,3.75,N1:4.60,33007328,,7.40,7.25,
,,8.50,,N1:6.80,33007329,5,8.60,7.25,8
6,7.50,,4.75,N1:4.20,33007330,,5.80,6.50,
5.50,7.50,,3.25,N1:2.40,33007331,,2.80,6,
6.25,9,,3.25,N1:2.80,33007332,,5.20,6.75,
7.25,9.50,,3,N1:3.80,33007333,,7,8,
5.50,6.50,,4.25,N1:2,33007334,,7.40,7.25,
6.75,7.50,,4.50,N1:6,33007335,,7.80,6.50,
8.50,9.25,,6,N1:4,33007336,,6.20,8,
,,8,,N1:7.20,33007337,7.75,8.20,,
,,8.50,,,33007338,8,8.80,,4.75
,,9,,,33007339,7.75,8.40,,
,,7,,,33007340,6.50,7.60,,3.75
,,7.75,,N1:2.60,33007341,6.25,9.20,7.75,8
,,3.75,,N1:5.20,33007342,6,8,6,8.25
6.50,,,,N1:7.80,33007343,,,6.75,
,,9,,,33007344,5.75,6.20,,
6.50,7,,6,N1:6,33007345,,8.20,7.25,
,,7.75,,N1:5,33007346,6.75,8.80,4.75,6.75
8,8.50,,7,N1:7.80,33007347,,7.80,7.25,
7.75,8.25,,6.75,N1:5.40,33007348,,7,6.50,
,,7.75,,N1:5.20,33007349,4.50,8.20,6.50,7
,,,,N1:8.60,33007350,,8.80,,8
8.25,9.25,,5.75,N1:5.20,33007351,,5.60,7.75,
,,7.50,,N1:2.60,33007352,7.25,7.60,8,6.25
,,,,N1:4.20,33007353,,6.20,7.75,
,,4.25,,N1:2.60,33007354,4.25,7.40,6.75,8.50
7,7.25,,6,N1:2,33007355,,5,5,
,,7.50,,,33007356,,7.80,,8.25
,,9,,N1:3.40,33007357,7.75,8.80,7.50,6.25
5.25,7.25,,4.25,N1:3.80,33007358,,5.40,2.75,
5.75,7.75,,3.75,N1:3.80,33007359,,6.60,7,
6.50,7.75,,4.25,N1:2.40,33007360,,4.80,3.25,
4.75,6.75,,3,N1:2.60,33007361,,4.60,5.50,
,,7,,N1:5,33007362,5.25,8.40,7,5.75
7.75,,,5.25,,33007363,,,7,
,,6.50,,N1:3.80,33007364,5,6.60,7,2.25
4.75,7.25,,4.50,N1:2.80,33007365,,5,6,
6.25,7.25,,4.75,N1:5.80,33007366,,8,6.75,
8.50,6.75,,3.25,N1:2.60,33007367,,5.20,6,
,,5,,N1:4.60,33007368,5,8.40,5,7.25
,,4.50,,N1:3.40,33007369,5,7.20,4.50,4.50
7.25,8.50,,4.50,N1:3.60,33007370,,6.60,5.25,
,,7.50,,N1:5.80,33007371,6,8.60,7.50,4.50
7,9,,9.25,N1:6.60,33007372,,6,8,
7.75,8.25,,6.25,N1:4.80,33007373,,7.20,7.25,
6.75,7.75,,4.75,N1:7.80,33007374,,7.40,8.75,
,,5.75,,N1:5.20,33007375,5,7.80,7,3.75
5.50,8.25,,4,N1:5.80,33007376,,5.60,8.50,
,,3.50,,,33007377,6,6.40,,
6.25,9,,4.25,N1:3.60,33007378,,5.40,6.92,
,,8.25,,,33007379,7,7.40,,
,,9,,,33007380,9,8.80,,
,,,,N1:6.20,33007381,,8.40,8,
,,,,,33007382,,,,
,,6.75,,N1:4.60,33007383,4.75,8.40,7.50,7.75
,,,,,33007384,,,,
,,8.25,,N1:7.20,33007385,7.25,8.20,7.75,5.50
,,7.25,,N1:5,33007386,5.25,8.40,5.75,7.50
,,8.75,,,33007387,8.75,9.20,,
,,7.25,,,33007388,9,8.20,,
5.25,6.25,,1.75,N1:1.40,33007389,,2.60,6.25,
9,8.50,,7.75,N1:5.20,33007390,,8,7.75,
8.50,8.50,,5.25,N1:4.40,33007391,,8.20,7.25,
,,,,,33007392,,,,
5.75,7.50,,4.25,N1:4.40,33007393,,7,8.25,
,,,,N1:3,33007394,,6.80,7.50,
,,,,N1:2.80,33007395,,4.20,6.75,
8.25,9.25,,7.50,N1:4.80,33007396,,6.60,7.25,
6.25,7,,3.25,N1:3,33007397,,3.40,4.50,
6.75,7,,4,N1:3.20,33007398,,5.60,7.25,
7.25,9,,4.50,N4:7.80,33007399,,6.80,7.25,
,,,,,33007400,,7.80,6.75,
6,7.25,,2.75,N1:3.40,33007401,,5,6.75,
,,7,,N1:3.60,33007402,5.75,8.60,6,6.25
,,7.75,,N1:5,33007403,4.50,8.80,6.75,8.50
6,8.50,,5,N1:5.40,33007404,,4.40,8,
,,7,,,33007405,,8.40,,8.25
,,5.75,,N1:7.80,33007406,,9.20,,8.25
9.25,9,,8.25,N1:7,33007407,,8.40,7.75,
,,5.25,,,33007408,5.25,8.40,,
8.25,8.75,,4.75,N1:6.60,33007409,,6.80,8,
7.75,9,,8.50,N1:3,33007410,,6.40,5.75,
6.25,8.75,,3.75,N1:5,33007411,,6.80,8,
,,5.75,,N1:6.40,33007412,3,7.20,6.50,2.50
5.50,7.75,,2.50,N1:2.80,33007413,,3.40,6.50,
,,9,,N1:5,33007414,6,9.20,7.75,8.25
,,6.50,,,33007415,,7.60,,6.50
,,,,,33007416,,,,
6.25,9.25,,7.25,N1:6.60,33007417,,7.80,6.75,
,,7,,N1:4.60,33007418,4.75,6.80,7.50,5.75
7.50,8.50,,3.75,N1:7,33007419,,6.60,7.50,
5.75,6.50,,4,N1:2.60,33007420,,5,6.50,
,,7,,N1:4.20,33007421,3.50,5.80,,4.50
5.75,8.25,,4.75,N1:2.20,33007422,,5.20,4.75,
,,6.25,,,33007423,6.75,7.80,,
,,9.25,,,33007424,7.75,8.80,,
5.25,8,,3.50,N1:4.40,33007425,,3,7.50,
7.50,7.50,,4.75,,33007426,,,6.56,
,,8.25,,,33007427,8.50,8.40,,
8,10,,6,N1:5,33007428,,7.60,8,
7,8,,4.50,N1:3.60,33007429,,5.80,6,
7.75,9.25,,6.50,N1:6.20,33007430,,4.20,7.50,
,,9.25,,,33007431,9.25,9.60,,
,,,,N1:6.80,33007432,,8.80,6.75,
6.50,7.50,,3.75,N1:5.40,33007433,,7.20,6.75,
,,9.50,,N1:5.20,33007434,5.50,9.80,5.25,8.75
,,5.75,,N1:3,33007435,3.75,7,6.75,6
,,8.75,,N1:3.40,33007436,6,7.60,6.50,7
7,8.75,,3.50,N1:5,33007437,,7.60,7.75,
6,7.75,,4.75,N1:6,33007438,,5.80,7.50,
5.50,8.50,,4.50,N1:4.40,33007439,,6.60,7,
7.25,7.75,,4.50,N1:8.40,33007440,,6.20,6.25,
,,6,,N1:7,33007441,3.75,8.40,5.25,7.50
7.75,7.50,,4.50,N1:2.80,33007442,,5.60,6.50,
6.50,8.25,,5.75,N1:7,33007443,,6.60,4.25,
,,4,,,33007444,5,4,,3.50
8.75,,,9.25,,33007445,,,5.25,
,,,,,33007446,,,,
6.75,7.75,,3.50,N1:3.20,33007447,,4,5,
6.50,9,,4.50,N1:2.80,33007448,,6.20,5.50,
5.25,7.75,,5.25,N1:5.40,33007449,,8.60,7.75,
7.25,8.75,,6.25,N1:3.80,33007450,,7.60,7.75,
,,4.50,,N1:3.60,33007451,7.25,7.60,5.50,2
6.50,8,,4,N1:4.20,33007452,,7,6.50,
6.75,8.50,,5,N1:3,33007453,,5.80,7.92,
7.25,9,,5,N1:2.20,33007454,,4.60,6.50,
4,6.75,,2.25,N1:4,33007455,,5.40,5.50,
6.75,8.50,,4.25,N1:6.60,33007456,,8,4.25,
,,5.25,,N1:5.20,33007457,5.25,9,8,8.50
