authors,cover_type,currency,link_book,link_img,price,title
MBA. Nguyễn Văn Dung,Bìa mềm,VND,https://tiki.vn/tu-dien-ke-toan-va-kiem-toan-anh-viet-p403020.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/media/catalog/product/t/u/tu-dien-ke-toan-va-kiem-toan.jpg,148750.0,Từ Điển Kế Toán Và Kiểm Toán (Anh - Việt)
Phạm Quang Hiển,Bìa mềm,VND,https://tiki.vn/giao-trinh-thuc-hanh-thiet-ke-kien-truc-revit-toan-tap-dung-cho-cac-phien-ban-2018-2017-p1911451.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/8d/b0/f3/8caf937e9494062b7b93b081236c0866.jpg,93720.0,Giáo Trình Thực Hành Thiết Kế Kiến Trúc - REVIT Toàn Tập: Dùng Cho Các Phiên Bản 2018 - 2017
Bìa mềm,,VND,https://tiki.vn/dai-so-tuyen-tinh-bia-mem-p58548229.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/d3/98/7f/f5359fbff87c6219c689f5bac4e4e73f.jpg,71990.0,Đại Số Tuyến Tính (Bìa mềm)
Nhóm tác giả,Bìa mềm,VND,https://tiki.vn/bai-tap-thuc-hanh-ke-toan-p403218.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/media/catalog/product/b/a/bai-tap-thuc-hanh-ke-toan.jpg,83300.0,Bài Tập Thực Hành Kế Toán
TS. Nguyễn Văn Hùng (Chủ biên),Bìa mềm,VND,https://tiki.vn/thuong-mai-dien-tu-p532700.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/media/catalog/product/i/m/img211.u2469.d20160802.t133156.316360.jpg,125800.0,Thương Mại Điện Tử
ThS. Lê Quang Huy,Bìa mềm,VND,https://tiki.vn/dau-tu-quoc-te-p402920.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/media/catalog/product/d/a/dau-tu-quoc-te_1.jpg,76500.0,Đầu Tư Quốc Tế
,,,https://tiki.vn/giao-trinh-dien-tu-cong-suat-bo-bien-doi-ly-thuyet-bai-tap-p9432895.html?src=category-page-8322.316.2321.6991&2hi=0,,,
Bìa mềm,,VND,https://tiki.vn/xa-hoi-hoc-toi-pham-tai-ban-p58563665.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/ca/c0/c9/03f85b6ac0a67ac1f723be99e85f8b29.jpg,51990.0,Xã Hội Học Tội Phạm (tái bản)
Bìa mềm,,VND,https://tiki.vn/tieng-anh-trong-xay-dung-va-kien-truc-tai-ban-p52216446.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/48/34/87/a0040013ab4fee8342a93efee372ae56.jpg,99450.0,Tiếng Anh Trong Xây Dựng Và Kiến Trúc (Tái Bản)
Nhiều Tác Giả,Bìa mềm,VND,https://tiki.vn/giao-trinh-ke-toan-tai-chinh-quyen-1-p16832133.html?src=category-page-8322.316.2321.6991&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/02/50/2a/7985c10a892009752f8ed3771521c925.jpg,198000.0,GIÁO TRÌNH KẾ TOÁN TÀI CHÍNH - QUYỂN 1 
