authors,cover_type,currency,link_book,link_img,price,title
PGS. TS. Trần Minh Tuấn,Bìa mềm,VND,https://tiki.vn/cong-nghe-4g-lte-va-chien-luoc-lo-trinh-phat-trien-o-viet-nam-p986210.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/media/catalog/product/p/h/photo_2017-09-28_10-50-54.u5552.d20171002.t170130.704025.jpg,85000.0,"Công Nghệ 4G LTE Và Chiến Lược, Lộ Trình Phát Triển Ở  Việt Nam"
,,VND,https://tiki.vn/ccnp-labpro-iscw-p31375369.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/4f/82/5c/c8bcf943a4dbe4b6780eb30985fe148c.jpg,120000.0,CCNP LABPRO ISCW
Steven Levy,Bìa mềm,VND,https://tiki.vn/combo-sach-an-toan-thong-tin-bong-ma-tren-mang-hacker-luoc-su-p54651086.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/f2/6d/35/050edf936cb54d6ed1b0dad11d5ceafc.JPG,403921.0,Combo Sách An Toàn Thông Tin : Bóng Ma Trên Mạng + Hacker Lược Sử
Clifford Stoll,,VND,https://tiki.vn/cuoc-ruot-duoi-ngoan-muc-trong-me-lo-may-tinh-gian-diep-mang-p52317351.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/39/b9/9f/61ffcdde8de820342e6d71d714943cd7.jpg,175000.0,Cuộc Rượt Đuổi Ngoạn Mục Trong Mê Lộ Máy Tính: Gián Điệp Mạng
TS. Lê Ngọc Bích,Bìa mềm,VND,https://tiki.vn/vi-xu-ly-va-vi-dieu-khien-p48018646.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/98/09/ad/9071ac7b44888b81bfa7fab697be9530.jpg,91000.0,Vi Xử Lý Và Vi Điều Khiển
,,VND,https://tiki.vn/combo-code-dao-ki-su-gian-diep-mang-p12207266.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/ea/59/47/034f5ba64a043030ae3c3150c1158e3c.jpg,375500.0,Combo Code Dạo Kí Sự + Gián Điệp Mạng
Bùi Việt Hà,Bìa mềm,VND,https://tiki.vn/thiet-ke-phan-mem-va-tro-choi-giao-duc-p56115411.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/d2/8c/45/725eb4ff0377c78649a203d98e2dce5c.png,300000.0,Thiết kế phần mềm và trò chơi giáo dục
,,VND,https://tiki.vn/huong-dan-thuc-hanh-ccna-2-0-p33581326.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/99/d4/08/868c485d55699994fff60a239b3eb306.jpg,200000.0,Hướng dẫn thực hành CCNA 2.0
Kevin Mitnick,,VND,https://tiki.vn/cong-tac-bao-mat-ca-nhan-trong-ky-nguyen-big-data-nghe-thuat-an-minh-p52317347.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/33/0f/14/32b33e693bc76e709e95a4cb01f65200.jpg,229000.0,Công Tác Bảo Mật Cá Nhân Trong Kỷ Nguyên Big Data: Nghệ Thuật Ẩn Mình
Nguyễn Hữu Hưng (chủ biên),Bìa mềm,VND,https://tiki.vn/combo-sach-luyen-thi-hoi-thi-tin-hoc-tre-voi-scratch-3-0-cap-thcs-p56410108.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/41/60/e9/b9b5556a2c21a10af79371cd32cc665c.jpg,360000.0,Combo sách Luyện thi hội thi tin học trẻ với Scratch 3.0 cấp THCS
,,VND,https://tiki.vn/ccsp-lappro-snaf-snaa-p31367323.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/e2/5d/df/d39ff50b40d23cf2a09abe6eb0dbe2ec.jpg,120000.0,CCSP LAPPRO SNAF & SNAA
Trần Hoài Linh,Bìa mềm,VND,https://tiki.vn/ki-thuat-nhan-dang-p921817.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/22/52/ea/29dd3036a8247428564d9ef97894c896.jpg,111990.0,Kĩ Thuật Nhận Dạng
,,VND,https://tiki.vn/combo-code-dao-ki-su-nghe-thuat-an-minh-p12207560.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/3a/08/03/e4f62effade311bd824809c4ceb1b48e.jpg,375500.0,Combo Code Dạo Kí Sự + Nghệ Thuật Ẩn Mình
Bìa mềm,,VND,https://tiki.vn/lap-trinh-he-thong-thuong-mai-dien-tu-p20029489.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/48/e9/64/79e7461b24415a180419e12da4c406bd.jpg,132000.0,Lập Trình Hệ Thống Thương Mại Điện Tử
Phạm Quang Huy,Bìa mềm,VND,https://tiki.vn/revit-toan-tap-ly-thuyet-thuc-hanh-p50490149.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/09/8e/42/951e1fc21b98376f48418e2fe800bb38.jpg,113750.0,Revit Toàn Tập (Lý Thuyết-Thực Hành)
,,VND,https://tiki.vn/ccna-labpro-voice-p28055759.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/0a/fb/c7/27447aaf4adb04f5690211b7f8cffc62.jpg,250000.0,CCNA LABPRO VOICE
,,VND,https://tiki.vn/ccsp-labpro-snrs-p31362547.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/e9/89/f8/c6b90039c3abf2c060992aa2a8112f71.jpg,140000.0,CCSP LABPRO SNRS
Steven Levy,,VND,https://tiki.vn/su-that-ve-cuoc-song-va-con-duong-tro-thanh-tin-tac-cua-nhung-con-nguoi-da-thay-doi-lich-su-phat-trien-cua-nganh-cong-nghe-hacker-luoc-su-p52317345.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/6c/80/ad/f7c8f0f8b79c0f6247858b293c234ae6.jpg,236000.0,Sự Thật Về Cuộc Sống Và Con Đường Trở Thành “Tin Tặc” Của Những Con Người Đã Thay Đổi Lịch Sử Phát Triển Của Ngành Công Nghệ: Hacker Lược Sử
,,VND,https://tiki.vn/ccsp-labpro-ips-csmars-p31371712.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/85/5b/5f/27f70435f023e6e40baaa42ef259c18d.jpg,90000.0,CCSP LABPRO – IPS & CSMARS
,,VND,https://tiki.vn/ccna-sec-labpro-p31265956.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/cb/75/95/a1add311bb1b7c6e8b9d941cb4af9859.png,200000.0,CCNA Sec Labpro
TS. Lê Ngọc Bích,Bìa mềm,VND,https://tiki.vn/mang-truyen-thong-cong-nghiep-scada-ly-thuyet-thuc-hanh-p23966742.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/6f/bf/fa/9f003975f38f087215253e0636425b33.jpg,100320.0,Mạng Truyền Thông Công Nghiệp Scada Lý Thuyết - Thực Hành
,,VND,https://tiki.vn/combo-code-dao-ki-su-bong-ma-tren-mang-p12208153.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/f6/76/89/3c57760e01008e4bc7bcf55b8b54695a.jpg,375500.0,Combo Code Dạo Kí Sự + Bóng Ma Trên Mạng
Bìa mềm,,VND,https://tiki.vn/cuon-sach-hang-dau-ve-ky-thuat-lap-trinh-giao-trinh-ky-thuat-lap-trinh-c-can-ban-va-nang-cao-p53904321.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/87/4d/32/2c0c76fdb229960b7273c6bec92011f1.jpg,121500.0,Cuốn Sách Hàng Đầu Về Kỹ Thuật Lập Trình  - Giáo Trình Kỹ Thuật Lập Trình C Căn Bản Và Nâng Cao 
Phạm Quang Hiển,Bìa mềm,VND,https://tiki.vn/c-danh-cho-nguoi-bat-dau-p16680482.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/81/d4/c5/f02c808c4d29d9ed449a4d03753de5bd.jpg,79200.0,C# Dành Cho Người Bắt Đầu
Nhiều Tác Giả,Bìa mềm,VND,https://tiki.vn/lap-trinh-dieu-khien-xa-voi-esp8266-esp32-va-arduino-p50006794.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/d2/c6/e8/f5badbc58316182dce1debe1f0d1fea0.jpg,127500.0,"Lập Trình Điều Khiển Xa Với ESP8266, ESP32 Và Arduino"
Phạm Quang Hiển,Bìa mềm,VND,https://tiki.vn/lap-trinh-windows-form-va-web-form-voi-c-p48018648.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/39/44/c0/f0442aece9c5dc78a1fd15f9e3f4f55e.jpg,97500.0,Lập Trình Windows Form Và Web Form Với C#
Ths. Lê Tự Thanh,Bìa mềm,VND,https://tiki.vn/giao-trinh-he-dieu-hanh-windows-server-2003-p978036.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/media/catalog/product/p/h/photo_2017-09-28_11-34-12.u5567.d20171003.t140345.119088.jpg,39750.0,Giáo Trình Hệ Điều Hành Windows Server 2003
Phạm Quang Huy,Bìa mềm,VND,https://tiki.vn/lap-trinh-voi-plc-s7-1500-va-rslogix-p19346991.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/a6/74/a5/2a1f40aef489fc92489c73c4a943609d.jpg,102300.0,Lập Trình Với PLC S7 1500 Và RSLOGIX
Bìa mềm,,VND,https://tiki.vn/an-toan-du-lieu-ma-hoa-bao-mat-thong-tin-an-ninh-co-so-du-lieu-va-an-ninh-mang-p58457390.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/1f/c1/73/55706b2459c815e88898bce63905e1fa.jpg,111990.0,"An Toàn Dữ Liệu - Mã Hóa Bảo Mật Thông Tin, An Ninh Cơ Sở Dữ Liệu Và An Ninh Mạng"
 Nhiều Tác Giả,Bìa mềm,VND,https://tiki.vn/lap-trinh-voi-scratch-3-0-hanh-trang-cho-tuong-lai-tai-ban-p50272286.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/2b/c1/e7/0b04bfba4497319985f7181a292a1d3e.jpg,200000.0,Lập Trình Với Scratch 3.0 (Hành Trang Cho Tương Lai) - Tái Bản
TS. Lê Mỹ Hà,Bìa mềm,VND,https://tiki.vn/lap-trinh-iot-voi-arduino-p23966743.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/fd/86/68/21cfe9031a97c2ab6c5c3372dfb407f4.jpg,99000.0,Lập Trình Iot Với Arduino
,,VND,https://tiki.vn/lap-trinh-huong-doi-tuong-java-core-danh-cho-nguoi-moi-bat-dau-hoc-lap-trinh-p24889348.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/5c/1d/ed/ad299b78f8a5289406ab1936faf066f4.jpg,189000.0,Lập trình hướng đối tượng JAVA core dành cho người mới bắt đầu học lập trình
,,VND,https://tiki.vn/ccna-routing-switching-p28040139.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/64/6e/b3/f92727b3824c7c6f1bdc8c6329427936.jpg,180000.0,CCNA ROUTING & SWITCHING
Nguyễn Hữu Hưng (chủ biên),Bìa mềm,VND,https://tiki.vn/sach-lap-trinh-voi-scratch-3-0-p25202283.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/27/d0/a1/1611b34ee7a4f0ec3ed1188ef6e59f09.PNG,190000.0,Sách Lập trình với Scratch 3.0 (Dành cho học sinh 8-14 tuổi)
Nhiều Tác Giả,Bìa mềm,VND,https://tiki.vn/combo-giao-trinh-ky-thuat-lap-trinh-c-can-ban-va-nang-cao-giao-trinh-c-va-lap-trinh-huong-doi-tuong-2-quyen-p37667006.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/0c/7f/54/d9d28ec0880f92f831ea946e4e08fdce.jpg,140000.0,Combo Giáo Trình Kỹ Thuật Lập Trình C Căn Bản Và Nâng Cao + Giáo Trình C++ Và Lập Trình Hướng Đối Tượng (2 quyển)
 Bùi Việt Hà,Bìa mềm,VND,https://tiki.vn/python-co-ban-p58390336.html?src=category-page-8322.316.876.9723&2hi=0,https://salt.tikicdn.com/cache/w390/ts/product/38/40/88/b962e19641b05c06324b416c6aa5d38b.jpg,125000.0,Python cơ bản
